"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"154";"media";"pendiente";"";"";"806683";"Convocatoria de ayudas para la aceleración de sectores estratégicos para la transición hacia una economía de cero emisiones netas susceptibles de ser cofinanciadas en el marco del programa del Fondo de Transición Justa de España 2021-2027, dirigida a PYME";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/806683";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"155";"media";"pendiente";"";"";"779933";"Convocatoria de ayudas para la aceleración de sectores estratégicos para la transición hacia una economía de cero emisiones netas, susceptibles de ser cofinanciadas en el marco del programa del Fondo de Transición Justa de España 2021-2027";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/779933";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"156";"media";"pendiente";"";"";"922442";"CONVOCATORIA DE AYUDAS PARA LA PUESTA EN MARCHA DE PROYECTOS EMPRESARIALES 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.santiagodelteide.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"157";"media";"pendiente";"";"";"708949";"Convocatoria de Ayudas para sufragar los gastos de matrícula de alumnos del Máster de Formación Permanente en Tecnologías del Hidrógeno de la Universidad de Burgos cofinanciadas por Banco Santander S.A.,";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.ubu.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"158";"media";"pendiente";"";"";"857197";"Convocatoria de Ayudas para sufragar los gastos de matrícula de alumnos del Máster de Formación Permanente en Tecnologías del Hidrógeno de la Universidad de Burgos. Año 2025";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.ubu.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"159";"media";"pendiente";"";"";"905098";"CONVOCATORIA DE SUBVENCIÓN A LA PRODUCCIÓN DE MATERIAS PRIMAS AGROINDUSTRIALES (LÍNEA 3.1)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sedeelectronica.cabildodelapalma.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"160";"media";"pendiente";"";"";"913557";"Convocatoria de subvenciones a entidades locales destinadas a financiar la recogida de residuos en playas 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/913557";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"161";"media";"pendiente";"";"";"527716";"Convocatoria de subvenciones a los ayuntamientos para la ejecución de proyectos de zonas de bajas emisiones locales en el ámbito territorial del Área Metropolitana de Barcelona.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.amb.cat";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"162";"media";"pendiente";"";"";"894083";"Convocatoria de subvenciones a pequeñas y medianas empresas y entidades de la Economía Social de Mallorca para la implantación de la Responsabilidad Social en su gestión el año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/894083";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"163";"media";"pendiente";"";"";"891276";"Convocatoria de subvenciones de minimis a entidades de la economía social para hacer inversiones en sus tiendas con el fin de mejorar la eficiencia energética, la accesibilidad universal, el equipamiento y el software tecnológico y la organización de los";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://seu.conselldemallorca.net/ca";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"164";"media";"pendiente";"";"";"920968";"Convocatoria de subvenciones destinada a autónomos y empresas artesanas de Mallorca para compensar el incremento del precio de los suministros de energía producido por los efectos de la guerra en el Oriente Medio.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920968";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"165";"media";"pendiente";"";"";"897229";"Convocatoria de subvenciones destinadas a Mancomunidades, municipios de menos de 4000 habitantes y municipios del Consorcio 11-A6 para sobrecoste de transporte de residuos sólidos urbanos. Año 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"htpp://sede.diputacionalicante.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"166";"media";"pendiente";"";"";"677482";"CONVOCATORIA DE SUBVENCIONES DIRIGIDA A ENTIDADES LOCALES DE LA PROVINCIA DE CÓRDOBA PARA PROYECTOS DE AHORRO, EFICIENCIA ENERGÉTICA, FOMENTO DE LAS ENERGÍAS RENOVABLES Y REDUCCIÓN DE EMISIONES DE CO2 - 2023";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.eprinsa.es/energiacordoba/tramites/procedimiento/1201/convocatoria-de-subvenciones";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"167";"media";"pendiente";"";"";"923119";"Convocatòria de subvencions per a l¿organització d¿esdeveniments relacionats amb la cultura digital, videojocs, tecnologia, cultura fan (fandom) i cultura friqui amb foment del català a la demarcació de Girona - any 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923119";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"168";"media";"pendiente";"";"";"912038";"Convocatoria Municipal de concesión de ayudas a empresas de economía social que favorezcan la inclusión social y laboral de las personas en riesgo o situación de EXCLUSIÓN, año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.aytoburgos.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=CATALOGO";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"169";"media";"pendiente";"";"";"919477";"Convocatoria para dar soporte a proyectos transformadores y de impacto de investigación e innovación biomédica";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/919477";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"170";"media";"pendiente";"";"";"893399";"Convocatoria para la concesión de ayudas a empresas de base tecnológica de economía social del Principado de Asturias";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/893399";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"171";"media";"pendiente";"";"";"893400";"Convocatoria para la concesión de ayudas al Plan de Transformación Digital de Empresas de Economía Social del Principado de Asturias";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/893400";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"172";"media";"pendiente";"";"";"699887";"Convocatoria para la concesión de ayudas para la realización de Inventario de Emisiones de Referencia, Evaluaciones de Vulnerabilidad y Riesgos del Cambio Climático, Planes de Acción para el Clima y la Energía Sostenible Informes de Seguimiento Estimativo";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"http://sede.diputacionalicante.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"173";"media";"pendiente";"";"";"904132";"Convocatoria para la concesión de subvenciones por el Ayuntamiento de Getafe para actuaciones relativas a la accesibilidad, conservación, rehabilitación o mejora de la eficiencia energética en viviendas del término municipal de Getafe, para el año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/904132";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"174";"media";"pendiente";"";"";"916530";"Convocatoria para proyectos de eficiencia energética en piscinas climatizadas municipales 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.sede.dival.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"175";"media";"pendiente";"";"";"914021";"CONVOCATÒRIA PER A LA CONCESSIÓ DE SUBVENCIONS PER AL FOMENT DE LA REHABILITACIÓ, LA MILLORA DE L`ACCESSIBILITAT I DE L`EFICIÈNCIA ENERGÈTICA EN EDIFICIS D`HABITATGES";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/914021";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"176";"media";"pendiente";"";"";"895803";"Convocatoria pública de los Premios de investigación científica y desarrollo tecnológico, Margarita Salas 2026 del Ayuntamiento de Madrid, aprobada por Decreto de 25 de marzo de 2026, de la delegada del Área de Gobierno de Economía, Innovación y Hacienda";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"177";"media";"pendiente";"";"";"922138";"Convocatoria Pyme Global 2026. Misión Comercial Directa a Camerú, Senegal y Gambia";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.camara.es/sede/ciudadreal";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"178";"media";"pendiente";"";"";"904770";"CONVOCATORIA SUBVENCIONES A LAS PERSONAS AUTÓNOMAS, AUTÓNOMOS AGRARIOS, ENTIDADES DE ECONOMÍA SOCIAL, MICROPYMES Y PEQUEÑAS EMPRESAS PARA EL APOYO A LA RECUPERACIÓN DEL TEJIDO PRODUCTIVO TRAS LA ERUPCIÓN VOLCÁNICA.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sedeelectronica.cabildodelapalma.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"179";"media";"pendiente";"";"";"827075";"Convocatoria subvenciones para inventarios emisiones de referencia, evaluaciones vulnerabilidad y riesgos cambio climático, adhesión al Pacto de Alcaldes, 2025.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://diputacionalicante.sedelectronica.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"180";"media";"pendiente";"";"";"898891";"Convocatoria y bases específicas para la concesión de subvenciones en régimen de concurrencia no competitiva para el fomento del empleo y la mejora de la empleabilidad mediante el autoempleo y la creación de microempresas, PYMES e iniciativas de economía";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"eseu.gava.cat";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"181";"media";"pendiente";"";"";"912927";"CONVOCATORIA Y BASES PARTICULARES PARA LA CONCESIÓN DE SUBVENCIONES, EN RÉGIMEN DE CONCURRENCIA COMPETITIVA, EN EL ÁMBITO DEL FOMENTO Y FORTALECIMIENTO DE LA ECONOMIA SOCIAL Y LA INNOVACIÓN SOCIAL PARA EL EJERCICIO 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://seuelectronica2.l-h.cat/siac/Publicaciones.aspx?t=SS&lang=ca-ES";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"182";"media";"pendiente";"";"";"673490";"CONVOCATORIA Y BASES REGULADORAS PARA LA CONCESIÓN DE SUBVENCIONES A EMPRESAS PARA EL FOMENTO DE LA MOVILIDAD SOSTENIBLE DE EMISIONES CERO EN GRAN CANARIA PARA EL AÑO 2023.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://energiagrancanaria.sedelectronica.es/info.0";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"183";"media";"pendiente";"";"";"673484";"CONVOCATORIA Y BASES REGULADORAS PARA LA CONCESIÓN DE SUBVENCIONES PARA EL FOMENTO DE LA MOVILIDAD SOSTENIBLE DE EMISIONES CERO EN GRAN CANARIA 2023.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://energiagrancanaria.sedelectronica.es/info.0";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"184";"media";"pendiente";"";"";"660110";"Decreto 103/2022, de 27 de octubre, de concesión directa de subvención destinada a la financiación de un Programa colaborativo de I+D+i integrado en el Plan Complementario en el Área de Energía e Hidrógeno Renovable.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/660110";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"185";"media";"pendiente";"";"";"907904";"Decreto 36/2026 Subvención directa a Blanca Fomento Social S.L. Soc Mercantil Municipal del Ayuntamiento de Blanca, para ejecución de proyectos de implantación o mejora de sistemas de recogida separada de biorresiduos en el marco del PRTR";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/907904";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"186";"media";"pendiente";"";"";"907254";"Decreto de 11 de mayo de 2026 de la Delegada del Área de Gobierno de Economía, Innovación y Hacienda por el que se concede la subvención nominativa a favor de la Fundación Diálogos para la ejecución del proyecto Drawing ed 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"187";"media";"pendiente";"";"";"899896";"Decreto de 15 de abril de 2026 de la Delegada del Área de Economía, Innovación y Hacienda por el que se aprueba la convocatoria pública de subvenciones para apoyar la participación de los diseñadores en la Semana de la Moda de Madrid 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"188";"media";"pendiente";"";"";"907104";"Decreto de 20 de mayo de 2026 de la Delegada del Área de Gobierno de Economía, Innovación y Hacienda por el que se aprueba la convocatoria pública para la concesión de subvenciones dirigidas a la promoción y desarrollo de la economía social para la anuali";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"189";"media";"pendiente";"";"";"907103";"Decreto de 20 de mayo de 2026 de la Delegada del Área de Gobierno de Economía, Innovación y Hacienda por el que se aprueba la convocatoria pública para la concesión de subvenciones dirigidas a la promoción y desarrollo de la economía social para la anuali";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
